,title,content
78,신한카드 리볼빙? 질문좀요,"안녕하세요

신용카드를 신한카드 하나로만 쓰고있는데

이번달 돈 나갈게 많아서 결제금액 반 정도를 다음달에 결제하고싶은데

리볼빙 ? 이런걸 해본적이 없어서 어떻게 하는거죠

결제금액은 할부 45 일시불 25정도 해서 70만원돈인데

반 정도를 다음달에 결제 할 수 있을까요

리볼빙하면 뭐 이율 이런거 붙으면 얼마나 될까요 ㅠ"
79,"신한카드 리볼빙 신청하려하는데 리볼빙은 처음신청하려합니다. 이번달에 급한돈이 많이빠져나가서 ㅠㅠ 이번달만 미루고 담달에 싹드 처리하고 리볼빙 해지하려 하는데 신용등급에 심한 영향이있나요?
다음달에 완납하고 리볼빙 해지할껀데 ㅠㅠ
진실된 답변 부탁드립니다",
80,"신한카드 리볼빙질문드립니다
신한카드에서 리볼빙 설명하는게 잘이해가안돼서요...
다른분들이 지식인에 물어봐서 답변오는것도 그분들기준으로 답변이돼있다보니까 이해하기가 어렵네요ㅠㅠ
리볼빙에대해서 자세히좀 알려주실분 있으신가요",
81,신한카드 리볼빙 이용에 관해서 질문드려요.,"25일 결제일인데
제가 리볼빙 신청을 지금 하니 이용시간외 전환이 불가능하다는 메시지를 받았습니다.
그렇다면 월요일인 25일에 리볼빙 신청을 한다면 그달 결제 대금이 리볼빙 전환이 되는건가요? "
82,신한카드 리볼빙 신청 문의입닏.,"신한카드 리볼빙 신청 문의입니다.

꾸준히 사용하고있다가 이번에 돈이 갑자기

나가야해서 리볼링서비스를 이용해보려고 하는데요

앱을통해 신규약정 신청하기눌럿는데

죄송합니다, 신청이불가합니다 (HPG015075011)

이렇게뜨는데 왜안되는건가요??"
83,신한카드 리볼빙 금액 질문,"이번달 카드값 190나와서 곧 결제해야하는데
신한 love카드 쓰고있거든요
리볼빙을 해야할거같은데 그럼 이번달 카드금액을
정확히 얼마 납부하면될까요?"
84,"신한카드 리볼빙 해지 질문드려요

요렇게 써있는데 제가 결제일이 7일이거든용
오늘 해지 신청했는데 6월 7일에 나온다는 건가요
아님 오늘 결제한 건 7월 7일 결제니까 7월 7일에 나온다는 건가요? 결제예정금액은 7월 거가 늘어나긴 했는데 확실하게 알려주세용 ㅠㅡㅠ",
85,신한카드 리볼빙 해지,리볼빙이라는것을해지할려하는데 이월된적도없고 달마다 연체없이 카드값을갚아서 해지하려하는데해지중에 약정값??100만원을낸다는글이있길래 왜인손을내야하는지몰라서 답변을구합니다 ㅠ
86,"신한카드 리볼빙 신청하려는데요
결제일은 매달 11일인데 어플로 신청하려니까 사진과같이 신청불가로 뜨는데 이유가 뭘까요.
신용등급은 올크레딧조회 5등급입니다. 현재 연체된 카드값 없구요",
87,신한카드 리볼빙이랑 스피드론 이요,"일시불 계속 리볼빙해서 530만원이 있는데요
차라리 스피드론 500정도 해서
다달이 원금 이자 합해서 232,807원을 갚아가는게 나을까요?
최소결제만 하다보니 금액이 점점 커지거든요
리볼빙 이자도 어찌되는지 모르겠구요
조언 부탁드려요"
88,신한카드 리볼빙,제가 신한카드 리볼빙을 신청한적이 없는데 자꾸 신청되어있다고 명세서랑 문자가 날아와서 고객센터에 전화했더니 리볼빙 신청이 안되어 있다고 하더라고요 근데 아직까지도 리볼빙이 되는건 이거 사기아닌가요?
89,신한카드 리볼빙 질문이요,이번에 신한카드 리볼빙? 가입헸다고 안내받았는데 제가 제대로 설명을 듣지 못했는지 기억이 안나가지고 뭐가 뭔지 모르겠네요. 신용카드 쓸 계획이 없어서 안 쓸 예정이긴 한데 안내받은 문자에서는 최소결제비율 10퍼센트? 라고 있더군요. 이 뜻이 이 카드로 최고 결제비율만큼 사용하라는 뜻 인가요? 안쓰고 계속 놔두면 줄이익이 있을까요?
90,신한카드리볼빙 이자,"제가 오늘 리볼빙 신청을 했는데 25일이 결제일 입니다. 총 3,150,000원 정도고 이월되는금액이 1,000,000원정도 나옵니다 그러면 리볼빙 이자가 오늘부터 시작되는건가요 아니면 25일이후이월되는날부터 시작되는건가요??이자가 23.8%면 대략 얼마이자가 붙는건가요?ㅠ 현금서비스 이자적용방식이랑 같은건가요?"
91,"신한카드 리볼빙 질문드립니다..

신한카드 이용중인데요. 카드 신청할때 리볼빙서비스도 신청을 한것 같습니다. 신한카드 앱에서 확인해볼때 일반리볼빙회원 이라고 뜨구요..

궁금한게 있는데 이번결제날 급여가 아직 지급이 안되어 카드값130만원(일시불 20만원 할부 110만원) 을 내야되는데 30만원 정도가 부족해서 리볼빙? 이용해보려고 합니다. 어떻게 이용해야하는지 궁금하고 약정결제비율 최소결제비율도 이해가 잘 가지않습니다.

결론은 이번 결제날 100만원만 입금해두면 나머지 30만원이 이월되어 30만원에 해당하는 이자가 붙어 다음달에 청구되는 것인지.. 또한 따로 카드사에 전화를해서 신청을 해야하는건가요?",
92,신한카드 리볼빙 이용중입니다,리볼빙 현재 이용중인데 한번 더 신청이 되나요? 신용등급은 5등급입니다
93,신한카드 리볼빙,이번달 8월10일 결제 금액이 38만원 인데 리볼빙 15프로 해서 20몇만원만 내면된다네요 그럼 신청후에 제가 바로 나머지 몇만원 금액을 쓸수있게 한도가 다시 생기나요? 신청을했는데 한도가 그대로 라서요ㅜㅜ
94,신한카드 리볼빙 질문,"신란카드를  올해 5월16일날 발급햇고 리볼빙을 신청했구요
결제일이 6일이라서 6월6일결제되는카드사용기간이 4월23일 에서 5월22일인데
오늘 리볼빙을해지했는데요..
그렇게되면 5월23일부터 31일까지 사용한카드결제내역도 
6월6일에 결제되나요??"
95,신한카드 리볼빙 궁금해요~~,"방금 신청하였는데
이해가 잘 되지않아서요ㅠㅠ
이번달에 얼마내는거고
다음달로 얼마가 넘어가는건가요?
헷갈리네요 ㅠㅠㅠㅠㅠ
리볼빙했는데도
이번달 결제금액이 변동없는거같아서요ㅠㅠ"
96,"신한카드 리볼빙
1. 결제금액이 300만원이고 최소 결제 비율이 10%면 카드사 전화해서 최소 결제 비율이상인 150만원만 내고 나머지 150만원은 이월한다고 하면 이월되는건가요?
2. 만약 한도가 300이고 그 한도를 다 썼을 경우에는 갚은 150만원의 한도만 되살아나는건가요?

리볼빙 처음이라 예시가 필요해서 제가 지정한 금액이니 이 금액으로 정확하게 알려주세요",
97,신한카드 리볼빙,"카드 만들때 만들어주시는 분이 리볼빙 체크를 하셔서 그냥 그러려니 하고 제가 카드 값 밀리는거를 안좋아해서
결제일 전에 항상 100프로 선결제를 다했어요
오늘 얼마썼는지 확인 해볼려고 어플에 들어갔는데
리볼빙 결제금액이 15만원 정도 나와있던데
모든금액을 선결제로 다냈는데도 리볼빙돈이 따로 생기는건가요??"
98,"신한카드 리볼빙 신청했는데 총한도 300만원이구요
리볼빙 한 상태에서 100만원 할부 끊으면 할부가 리볼빙으로 들어가잖아요 그러면 할부금액을 매달 내면 리볼빙 이지는 따로 안나오는건가요?",
99,신한카드 리볼빙 선결제 이용가능한도 체택 내공,"제한도는 400이구 오늘이결제일입니다.
결제전에 이용한도 90남았고
이번달 총160결제중 60은 리볼빙해놨었는데 100만원빠져나가고 이용가능한도 변함이없어서 60마저결제했습니다 그럼 이용가능한도가 250이되야되는데 왜 150이라나오져... 왜이런가요"
100,"신한카드 리볼빙?
이번달에 신청한다면 다음달에 이번달 다음달 요금 2중으로 내는건가요?",
101,제가 신한카드 리볼빙후 이중출금 됬는데 이중출금된거 다시 받을려면 제가 따로 문의를 해야되는건가요 아님 알아서 그계좌로 입금되나요???,
102,신한카드 리볼빙 신용등급 영향,"신한카드 리볼빙 사용중인데요, 사용하는 것 만으로도 신용 등급에 악영향을 끼치나요?
그렇다는 분도 있고, 리볼빙 된 금액이 연체만 안 되면 등급에는 영향 안 준다는 분 들도 있어서요.
정확한 답변 부탁드려요!"
103,신한카드 리볼빙 질문,"9월 18일 결제금액 180만원인데
이중 10퍼센트만 납부하고 나머지는 리볼빙 신청하려고합니다.

질문1
리볼빙 신청은 18일까지 가능한가요?
질문2
납부한 10퍼센트 약정?은 한도복구 되는건가요?

그외에 신한카드 리볼빙에 대한 설명 부탁드립니다."
104,신한카드 리볼빙 질문있어요,"저번달에 311078원이 모자라서 리볼빙했거든요.
다음달에 내려구요.
수수료가 14%여서 이자로 3천얼마 더 내면 되겠다
싶어서 그렇게 했는데
이달에 리볼빙 잔액있다고 온 문자에는
리볼빙 원금이 383128원으로 늘어나 있었고
수수료가 7천원이라고 써있더라구요.
대체 어떻게 된 계산법인지....
그때 정신이 없어서 그냥 넘겼다가
아무래도 리볼빙 원금 갚고 해지해야겠다 싶어서
오늘 홈페이지 들어가보니
리볼빙 내역에 50만원이 찍혀있는거예요.
그래서 일시에 상환할 금액이 지금 시점에서 이용한 카드금액까지 해서 백만원이 넘게 되었는데;;;;;;
이게 대체 어떻게 된걸까요?
리볼빙 이자가 매일 부과되는 거였나요??
저는 30만원에 몇천원 이자 더 내고 갚을 줄 알았는데
제가 잘못알고 있던건가요?
제발 답변 부탁드려요 ㅠㅠ"
105,신한카드 리볼빙 질문이요!,"사진에 다 나와있어요 ㅠㅠ
결제일 24일이고 768,620원 결제대금인데 지금 370,000원만 결제하고 나머지 금액은 다음달로 넘기고 싶은데 어떻게 하나요?만약에 370,000원만 내고 나머지 398,620원은 다음달에 얼마로 나오나요?바로 다음달에 갚을 수 있어서 리볼빙 하려고 하는데ㅠㅠ"
106,"신한카드 리볼빙 자동 연장 질문이요






[신한카드]일부결제금액이월약정(리볼빙) 만기도래 및 자동연장 안내

일부결제금액이월약정(이하 리볼빙)이 자동연장 되어 2020년 04월 19일 까지 적용될 예정입니다.

라고 문자가 3월 4일날 왔기에 따로 연장 신청 안하고 되는구나 싶었는데

오늘 신한카드 편지로
올해 4월 19일까지 만료되고, 끝나면 일시로 다 납부해야 된다던데



이거 따로 리볼빙 연장 신청해야 하나요?? 아님 이미 해결된건가요?

홈페이지에 하는 곳이 안보이던데 무조건 전화로

리볼빙연장 신청 해야되나요?",
107,신한카드 리볼빙,"카드값이 너무 나와서 리볼빙을 하려고하는데요
그간 일시불할부로 전환시켰던 할부금도 다같이 리볼빙 할 수 있나요?
아니면 일시불결제건에 한해서만 리볼빙이 되는건가요?"
108,신한카드 리볼빙 서비스 문의,"리볼빙을 신청하면 신청한 달의 카드값이 리볼빙되서 다음달에 청구가 되는거잖아요?

근데 7월달 카드값을 리볼빙 신청했으면 자동으로 8월달의 카드값도 리볼빙 되는지 궁금합니다."
109,"신한카드 리볼빙이

12월달에 신청하면 12월달 만약 20만원을 하고 50퍼를 신청하면 10만원이 다음달에 이월 되는거 아닌가요?

왜 12월 달 청구금액을 조회해보면 변동이 없고 오히려 1월달에 현재 쓰지도 않았는데 청구금액이 추가되어있습니다

이럴경우 는 결제일날 빠져나가는 금액은 전산 보여지는거만 20만원 이고 빠져나가는건 10만원 일뿐 뭐 이런건가요

지금 너무 당혹스럽네요 쓰지도 않았는데 오히려 1월달 청구 금액이 리볼빙 이라고 하고 결제 내역에 있고 12월달 꺼 신청 한거는 청구 금액은 그대로고",
110,신한카드 리볼빙에 대해 궁금합니다.,"신용카드 리볼빙에 대해 궁금합니다.
이번에 처음으로 리볼빙을 하려고 합니다.

이번에 약 일시불 90만 + 할부 30만 정도 나오는데
할부는 리볼빙 안된다고 하니..
제가 들고 있는 돈이 80만 정도입니다.
그래서 90만에서 50%조정하여 45만 정도 결재하고
45만을 리볼빙하려고 합니다.

궁금한건
1. 선택형으로 하려고 하는데 3개월부터 시작이더군요.
3개월이라면 어떤식으로 돈이 나가는 건가요?

ex)
[할부금액은 어짜피 내야하니 제외]
1월달 : 리볼빙 90만의 50% 3개월 신청
2월달 : (이월 45만원+이월45만의 이자+2월일시불)의 50%
3월달 : (2월달이월+2월달이자+3월일시불)의 50%
4월달(만기) : 남은 전액+전액의 이자+4월일시불

이렇게인가요??

아니면 이게 아니고

1월달 : 리볼빙 90만의 50% 3개월 신청
2월달 : (이월 45만원+이월45만의 이자)의 50%+2월일시불+할부
3월달 : (2월달이월+2월달이자)의 50%+3월 일시불+할부
4월달(만기) : 남은 전액+전액의 이자+4월일시불+할부

이렇게 인가요?

혹시 틀린게 있다면 그 달 일시불 제외 리볼빙 45만에 대한 이자율 13.2%로 계산해서 알려주시면 감사하겠습니다..

2. 3개월로 신청하고 2월달에 여유가 되면 전부갚고 해지 가능한가요? (한마디로 3개월 신청했지만 1개월로 다갚고 해지가능한지..)

3. 3개월신청 시 45만에 이자율13.2퍼면 이자가 얼마나 나오나요?"
111,신한카드 리볼빙,"지금 현재 실수령월급액은 170 정도 됩니다
리볼빙을 18년 12월부터 이용중인데..
약정,최소 결제비율 10%로 해놓고 간간히 40만원씩 더 갚고 했는데도
당장 쓸 현금이 없다보니 신용카드를 계속 써서 아직도 잔액이 200만원 정도 돼요.
이자율은 13,70% 인데요

제가 궁금한건 이 리볼빙 이자가 잔금에 대한 매달 발생되는 이자인가요
아니면 연 이자 인가요?..
이자가 계속 메일로 날라오는데 그 이자가 계속 누적이 되는건가요?ㅠ

그리고 이대로 리볼빙을 계속 갚는게 나을지 아니면
카드론을 받아서 200을 한꺼번에 갚고 그 카드론에 대한 원금을 갚는게 나을지

카드론 이자가 더 쎌까요 리볼빙이 더 쎌까요.."
112,신한카드 리볼빙 서비스를 처음 가입해서 선택형? 으로 눌렀는데 잘못 눌러서 전체 일시불 금액이 넘어간 것 같습니다.. 100%약정비율과 최소 결제비율 10%로 설정했는데 저는 일부만 리볼빙 받으려고 했는데 혹시 다음 달에 그 금액에 대한 이자가 붙나요? 해지했다가 다시 하려고 하는데 해지가 안된대요ㅠ 리볼빙 금액이 많을 수록 더 불리한 거 아닌가요?.. 반 정도는 결제할 수 있는데 이번 결제날에요ㅠㅠ 전화해보니 다음 달에는 그 넘어간 금액 그대로 이자 안붙는다는데 사실인가요?.. 꼭 좀 답변 부탁드립니당,
113,신한카드 리볼빙에 대해서요,"작년 연말에 너무 과도하게 소비를해서 리볼빙을 신청했고요
1월달에 무사히 넘겼고.

2월달에 카드값이 140나왔구요 (2월15일 결제예정)

3월달 예상 결제금액 보니까 180만원이 되어있더라구요.... 

3월달 상세내역을보니까.  70만원 단기카드대출이 껴있어서 180만원인데요.  
이중 40~50만원이 리볼빙 결제 예상금액으로 잡혀있더라구요.


그래서 궁금한것이  리볼빙결제라는것이. 

지금 리볼빙 결제예정금액이 40~50만원짜리가 1월~2월에 안내고 넘어온것으로 알고있는데
이것을 3월에 꼭 내야하는것인가요?"
114,"신한카드 리볼빙 신청하려는데요 
결제일은 매달 11일인데 어플로 신청하려니까 사진과같이 신청불가로 뜨는데 이유가 뭘까요.
신용등급은 올크레딧조회 5등급입니다. 현재 연체된 카드값 없구요",
115,신한카드 리볼빙 좀 봐주세요,"신한카드 리볼빙 지난달부터 사용중인데
결제 금액은 합산하여 표시되는데 아래 사진처럼 되어 있음 제가 이달에 최소 할부금에 73만웜 정도만 입금 하면 나머지느 저 돈은 이월 되는건가요?"
116,신한카드 일부결재금액 이월약정(리볼빙)에 대해 문의합니다.,"만약 이번달 결재해야 할 카드비가 100만원이라면,,,
결재할 당일 100만원이 통장에 있다면 리볼빙 상관없이 100만원 전부 결재가 되고,
100만원이 통장 잔고에 없을 경우,,
제가 약정(60%)한 금액 60만원만 빠져나가고 40만원은 다음달로 이월 되는 것이 맞나요?

70만원이 있어도 60만원이 빠져나가는 거지요?

그리고 혹시 결재일이 지나서 돈이 생길경우, 바로 결재도 가능한지, 
답 부탁드립니다."
117,신한카드 리볼빙,리볼빙 서비스에 대해서 질문드려요ㅠㅠㅠㅠ 이번달 카드값이 50만원정도 나와서 미루고 싶어서 리볼빙 신청을 했는데요. 선택형 리볼빙 서비스는 전체 금액에서 다음달로 미루는게 불가능한가요??ㅠㅠㅠ 50만원이면 20만원은 이번달에 내고 30만원은 다음달에 내고 싶은데 ㅠㅠ
118,신한카드 리볼빙 서비스를 저번달에 신,"신한카드 리볼빙 서비스를 저번달에 가입했습니다.
1년 약정에 약정결제비율을 25%로
그러면 이번달에도 따로 신청하거나 해야하는 것 없이
결제예정금액에서 25%만 빠져나가고 나머지는 리볼빙 되는건가요..??"
119,"신한카드 리볼빙 서비스 신청 했는데요,
7월에 만기인데 연장신청 안하면 남은 금액이 한번에
빠지나요??",
120,신한카드 리볼빙 사용중인데요,"제가 신청한 달만 적용이 되는건가요?
아님 가입했으면 매달 리볼빙이 적용되서 결제가 되는건가요?"
121,신한카드 리볼빙 횟수제한이 있나요??,
122,"신한카드 리볼빙신청

카드 사용한지 3개월정도 넘은거같구요.
토요일 에 리볼빙신청하려고 하니
보는ARS로 신청햇더니 일반결제리볼빙인가

일반일부결제이월약정 대상이 아니라고
나오는데 이게 신청못하는건가요.
나이제한 없다더니 뭔일인지..ㅉ


오늘(토요일)",
123,신한카드 리볼빙 계산좀해주세요,"카드대금이 370정도고
약정 결제비율이 100%..최소결제 20%
만기일자 2024고. 이자율 23%면
내는 금액이 얼마예요"
124,신한카드 리볼빙,리볼빙에대해서 진짜 알기쉽게 설명해주실분 있나요?
125,신한카드 리볼빙좀 알려주세요,"제가 요번주 월요일 신한카드를 만들었습니다 그런데 안내원분이 리볼빙도 신청하시꺼냐 물으셔서 일단 그냥 신청을 했습니다
그런데 니거 리볼빙이 대체로 뭘하는건지 아시나요? 일단 찾아는 봤는데 뭔가 사회초년생이 쓰기에는 조금 위험해보이더라구요
그리고 개인적으로 이것도 신용카드니까 할부는 되나요?
아니면 해지방법은 무엇인가요? 해지할려면 1년을 무조건 기다려야 하나요? 답변좀 부탁드립니다"
126,신한카드 리볼빙 당월결제금액 (아까 사진을 다 안올린거같아 다시 질문합니다),"신용카드 후불제인거 확인하고 저한테 카드장사한 카드사 아저씨한테 물어봤더니 해지시키면 자기 실적에 안좋다면서 반으로 자르면 된대서 사용 하나도 안하고 반으로 잘라서 버렸습니다
근데 저 당월결제금액 청구서가 날아왔는데 위에 ""참고""에 이 당월결제금액이 포함되는걸까요?
신용카드로 한푼도 안썼는데 왜 이게 날아왔는지 싶어서요
저 당월결제금액은 예시겠죠?"
127,신한카드 리볼빙 질문드립니다,"최소 결제비율 : 10퍼
결제일 : 15일

로 되어있는데요
만약에 12월달에 50만원 사용했으면

무조건 5만원만 결제되고 나머지 45만원 +@ 이자는 2월에 결제해야 되는건가요?
아니면 50만원 전부 1월 15일에 결제하는것도 가능한가요?(따로 이자없게끔)"
128,신한카드 리볼빙 서비스 이자,"안녕하세요! 신한카드 리볼빙 서비스 이자에 대해 궁금한 점이 생겨 질문 올립니다!
이번 12월 결제일에 122만원 정도 결제가 되는데 한번에 못낼 것 같아 결제금액 중 일정금액을 1월 결제일로 넘길 수 있다더라구요 그래서 리볼빙 1년 신청하고 잔액전환을 신청해서 40만원을 선결제 했습니다 이번달 결제일엔 할부금 22만원 정도만 결제되구요
선결제 신청하고 나니 상담원분이 다음달엔 78만원이 결제 된다더라구요! 이상해서 이번달 결제일에 빠지는 할부금 22만원도 설결제 했습니다
결제금액 122만원에서 할부금 22만원+선결제 40만원 해서 60만원이 이월될 예정이에요!
리볼빙 신청시 이자율은 17%라고 들었습니다
1월 할부금 결제 예정금액은 66,000원이에요
리볼빙 서비스 약정은 상담원분이 100%하는게 좋다고 해서 1년으로 100%했습니다!

이자가 17%라서 상담원분이 다음달 이월결제금액이 78만원이라고 한건가요? 그럼 이자비만 10만원이 넘는데 이게 정말인가요....?
신한카드 리볼빙 이용안내에서 확인한 이자금액은 만원이 안넘던데 어떤게 정확한거에요?

그리고 이번달에 그냥 122만원 결제 다 해버리면 리볼빙 서비스 해지하려는데 불이익같은게 있을까요

리볼빙 서비스가 어떤건지 잘모르겠어요ㅜ
읽어주셔서 감사합니다"
129,신한카드 일부결제금액이월약정(리볼빙)신판 결제 문의드려요.,"신한카드 일부결제금액이월약정(리볼빙)신판 결제 문의드려요.

위메프 전용 원더페이 사용중인데 저는 결제하면 선결제만 하는지라 신카 발급 받고 카드를 결제하면

매번 선결제 조회하면 일부결제금액이월약정(리볼빙)신판 조회조건으로 결제가 되있는거예요 일시불로

안되있고요 전 할부도 안하고 무족건 일시불만 사용하는데 왜그런거죠...!?!? 계좌에 돈도 다 들어있는데..."
130,신한카드 리볼빙카드 질문 ...이자,"제가 지금 스쿠터를 타던게 있는데 성능때문에 400만짜리 스쿠터를 

다시 살려고 하는데요

인터넷주문에서 보니 400만원 20개월 무이자로 살수가 있더라구요 그래서 좋은것 같아서사려고하는데

신한리볼빙 신용카드로 결제를 하려는데

리볼빙은 매월 다 못 내면 리볼빙이자라는게 붙잖아요?

근데 무이자할부로 400만원짜리를 사도

리볼빙카드로결제하면 400긁은게 내역으로 남아있고 그게 매달 20정도씩 내야된다고 치면

리볼빙이자는 무이자할부와상관없이 리볼빙이자대로 따로붙는건가요?

말하다보니 두서가 없었네요 죄송하지만 답변좀 달아주세요 부탁좀 드립니다..


결론은 쉽게얘기하면

리볼빙신한신용카드로 400만원짜리 스쿠터 결제 (무이자할부로) 

근데 리볼빙카드로 결제를 할것인데 리볼빙에서 400만원에 대한 리볼빙이자가 스쿠터 값을

다 낼때까지 매달 붙어서 나오는건지 궁금해서요.."
131,신한카드 리볼빙 해지 관련 질문,"신한카드 리볼빙을 이용하는 중입니다. 
처음엔 좋은 제도 같아서 썼는데 이자가 생각보다 크다 보니 겨울방학 쯤에 해지를 고민중입니다.

한도가 300만원이고 겨울방학 때쯤 되면 남은 이용금액이 220-250만원 정도 일 듯 한데

리볼빙 해지시 남은 이용금액+ 이자를 한번에 지불하면 되는 건가요?

아니면 정한 약정기간은 내년 여름까지인데 그때 가서 해지를 해야 하나요?"
132,신한카드 리볼빙 질문,"이번달 카드값이 100만원이 나와서 20-30만원 정도만 다음달에 갚고 싶거든요 근데 리볼빙이 이해가 잘 안돼서 질문 드립니다

신한카드 리볼빙이 일반형이 있고 선택형이 있어요. 근데 일반형은 1년 단위로 약정할 수 있고 선택형은 3개월부터 월 단위로 신청이 가능합니다. 저는 이번달만 리볼빙 해서 다음달에 밀린거 갚고 딱 리볼빙을 끝내고 싶어요. 다음달에 밀린 금액 갚은 후에 리볼빙을 해지해도 되는건가요?"
133,신한카드 리볼빙 질문드려요,"이번 카드값이 월급을 너무 초과해서 리볼빙을 할까합니다

약정기간이랑 약정 결제비율을 선택하라는데
카드값이 300만원이 나왔네요

그럼 약정결제비율에서 50%선택하면 150만원만 내고 나머지 150만원은 다음달로 넘어가는거 맞나요?

신청한다해도 취소될수도 있나요?"
134,신한카드 리볼빙 해지시 질문입니다,"신한카드를 사용하면서 카드사에서 예전에 전화가 와서 리볼빙에 대해 가입하라고 전화가 왔고 그냥 잘 모르고 가입해서 1년넘게 사용하다가 해지를 하려고 하는데요.
제가 10일날이 결제일인데 오늘 혹은 내일 리볼빙을 해지하면 이월금액들을 해지한 시점에 바로 완납해야하는건가요?
아니면 다음달 결제일에 완납하는건가요? 그리고 어플로 제 이월금액이 얼마인지 알수있는 방법이 있나요?? 내공 겁니다"
135,삼성이나. 신한카드 리볼빙 이자가20%가 맞나요?,
136,신한카드 (리볼빙) 질문좀 드립니다.,"신한카드 (리볼빙)을 발급받았는데요
리볼빙이 이해가 안되는데..ㅠㅠ

12월에 100만원을 사용했고 (이전까지는 사용금액 없음)
결제일 : 1월 15일
최소결제비율 : 10%
약정결제비율 : 100퍼이면


1. 1월15일에 100만원 결제하면 추가 이자는 없는건가요?

2. 만약에 90만원만 입금하면 90만원이 결제되고 나머지가 이월되는건가요 아니면
최소결제비율 만큼만 빠져나가고 나머지가 이월되는건가요?"
137,신한카드 리볼빙,제가 생각보다 너무 이번에 카드대금이 많이나와서 월급에 대부분이 빠져나갈 것 같은데 리볼빙서비스 하면 다음달에 그만큼 이자만 갚고 바로 해지할 수 있나요? 약정결제비율최소10% 약정60%라는데 그대로 설정하면 되나요? 신용등급에 지장이있다는건 못갚았을때만 그런거 아닌가요? 이번달만 리볼빙하고 다음달은 그럴 필요가 없을 것 같은데 어떤게 최선의 방법일까요..! 답장 꼭 부탁드려용 ㅠㅠ내공팓팓
138,"신한카드 리볼빙 문의((((내공100)))))


신한카드 사용중인데 리볼빙신청을했는데 신청당일부터
결제된 금액에 대해서만 리볼빙에 들어가고
그전에 썼던 금액은 약정적용신청하면 된다해서 신청하려고보니까 자꾸 정상적으로진행되지않는다하네요ㅜㅜ
다른카드사들은 리볼빙신청하면 미약정금액까지도 리볼빙에 속하는데 신한만그런건가요?
그럼 리볼빙신청전에 사용했던금액은 리볼빙이안되고, 전액 다 청구되는건가요?",
139,신한카드 리볼빙 원금잔액이랑 수수료 관련해서 질문드립니딘..,"제가 만약 이번달에 저사진에 있는 금액을 전액 결제한다치면
총원금잔액 에다가 총수수료금액을 더한금액을 내야하나요?
아니면 총원금잔액만 결제하면되나요?"
140,신한카드 리볼빙 질문드립니다,"신한카드 리볼빙 서비스를 이용중인데요

예를 들어

전 달에 100만원을 쓰고 리볼빙 50%를 하여 50만원을 납부하였습니다.

그럼 50만원이 다음 달로 이월되잖아요?

다음 달에 추가로 30만원을 썼다 하면

갚아야할 금액이 80만원이 되어

이 80만원에서 또 리볼빙이 가능한지 궁금합니다

감사합니다"
141,신한카드 리볼빙 질문드립니다.,"이거 리볼빙이라는게 수수료 붙는거 아닌가요?
카드 쓴지 1년 됐는데 월급 받자마자 바로 빠져나가게 해서
한번도 카드값 밀린적이 없는데 리볼빙이 자동으로 세팅 되어 있네요?
리볼링 되는게 안좋은거 아닌가요?"
142,신한카드 리볼빙 질문,"결제일이 4일이고 현재 60만원 썼습니다.
휴대폰요금이 30일날 신용카드가 청구되는데 총 90정도가 나올거 같습니다
한달만 리볼빙으로 이월하고싶은데 약정기간이 최소3달이더라구요
한달만 이월할 수 있는 방법이 있을까요?"
143,"신한카드 리볼빙 신청하였는데요

일반 리볼빙 약정내용 확인
약정결제비율
20.00 %
최소결제비율
20.00 %
약정일자
2019.06.01.
만기일자
2024.06.01.
일시불 이자율
15.50 %

이렇게나오는데 이해가안되서요ㅠ
이번달(6.26결제일)청구금액이 716만인데 이금액의 20%인 143만원만 결제되고 나머지금액은 다음달로 이월된다는 말인가요? 만기가 5년이면 이월금액을 5년동안 분할상환한다는 말인가요? 그리고 현금서비스도 합산적용되는지 궁금하네요. 또 리볼빙신청후에 ""약정적용신청"" 이라고 있던데 이건 뭔지 궁금합니다.",
144,신한카드 리볼빙 이자가 어떻게되죠??,
145,신한카드리볼빙질문,"120만원을
3개월 약정
약정비율 50%
최소10%
로 리볼빙 신청을 했습니다
계약기간이 12월18일~3월 18일로 되어있고
결제일은 매월 1일입니다

궁금한게
2월 결제예정금액에 60만원이 있더라구요
왜 1월 결제예정금액에 60만원이 없나요?
제가 생각한바로는
1월1일 60 납부
2월1일 60납부 로 생각했는데
1월1일에는 없더라구요
2월1일에 60나가고
3월1일에 60빠져나가는건가요?"
146,(급)신한카드 리볼빙 문의드려요~,"리볼빙 약정을 결제일 전날 신청했습니다.

매출전환까지 해놨는데 자동이체 될때 리볼빙 금액만 빠져나갈까요?

아니면 결제금액 다 빠져나갈까요?

다 빠져나가면 잔액을 이체를 해놓으려고 하거든요.

결제금액은 충분히 있는데 현금이 필요해서 리볼빙을 하려고 합니다.

아래 사진처럼 밑에 결제금액만 빠져나가면 리볼빙 되는건가요?"
147,신한카드 리볼빙 비율변경,"일단 일반리볼빙 100% 신청되있구요 결제일이 1일인데 저번달에 요금이 좀

많이 나와갖고 이번달만 50%이월하고 다시 원래대로 하고싶은

이러면 신한카드 앱으로 50%로 비율 변경해놓해놓고 납부한다음에 다시 100%으로 변경해도 되는부분인가요?

(오늘 50%로 변경해놓은다음에 결제일인 1일이 지난후에 다시 100%로 변경하는식으로???)"
