,title,contents
2772,"에프엑스기어, 중국 디스플레이 업체에 에프엑스미러 솔루션 5만 카피 공급 계...",에프엑스미러 SW가 탑재된 가상 피팅 기기는 중국내 주요 인기 의류 브랜드 매장에 설치돼 현장을 찾은 고객들에게 가상 피팅 경험을 제공할 예정이다. 현재 납품이 예정된 주요 의류 브랜드의 중국 내 매장 수도...
2773,"데무, 드로잉 아티스트 켈리박과 콜라보레이션 진행","이번 데무와 켈리박의 콜라보레이션 한정판은 의류, 액세서리, 머그컵 등 다양한 제품 군으로 출시되며, 켈리박의 아트작품과 함께 현대백화점 무역점 5층 아트스페이스 팝업스토어에서 만나볼 수 있다."
2774,"신세계, 온·오프라인서 ‘명품’으로 소비자 지갑 연다","분더샵 여성·남성, 마이분, 분주니어 등 신세계에서만 만날 수 있는 의류 편집샵 뿐만 아니라 슈 컬렉션... 분더샵의 키즈 버전인 분주니어에선 의류와 액세서리뿐만 아니라 장난감, 도서, 완구 등 다양한..."
2775,"충청북도육아종합지원센터 음성분소, 2018 프리마켓 축제 성황리 개최",지역주민 100여명이 참여한 이날 행사에서는 의류?도서 등 육아용품을 교환하고 구입할 수 있는 '육아용품 아나바다'와 장난감을 교환 및 판매하는 '장난감 아나바다'를 진행했다. 부모자녀 체험활동으로 포토존 기념사진...
2776,"기업은행, 수출 中企 대상 해외전자상거래 교육 발대식","양 기관은 화장품, 의류, 생활용품 등 해외전자상거래 수출이 유망한 소비재 산업 기업을 각 50개씩 선정했다. 참가기업은 전문 강사로부터 판매전략, 통관절차 등의 이론교육과 아마존 판매자 계정..."
2777,"타미 힐피거, 모델 헤일리 볼드윈·위니 할로우 '2018 가을 글로벌 앰버서더'...","공식 의류 파트너로 다년 간의 전략적인 파트너십을 발표했다. 사진제공. 타미힐피거  강인귀 기자 <저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지> ▶ 머니S 페이스북..."
2778,[포럼] 인공지능 시대 `조만장자의 꿈`,"의류업체 자라(ZARA)의 인공지능은 전 세계 매장의 판매 데이터를 분석해 새로운 디자인을 연구하고 상품을 제작한다. 스타벅스는 고객정보와 날씨, 결제정보 등을 함께 분석해 개인화된 프로모션을 시행하고 있다...."
2779,해외 유명브랜드 시즌오프…베스트상품 등 최대 70% 할인,"이와 함께 프라다, 페라가모, 버버리, 에트로 등 의류 및 잡화 17개 브랜드가 순차적으로 할인에 들어간다. 인기 명품백과 의류, 지갑 등을 최대 50% 할인한다. 2층 행사장에선 에트로 원피스와 스카프를 정상가의 절반..."
2780,"제로투세븐, 가정의 달 맞이 유아동 의류 선물 제안전 진행",제로투세븐의 인기 의류 브랜드 알로앤루·알퐁소·포래즈가 참여하는 이번 제안전은 5월 가정의 달을 맞아 아이들과 함께 행복한 시간을 보내길 바라는 마음을 담아 기획됐다. 2018 SS 컬렉션 신제품들로 구성된 이번...
2781,"[포토] 신세계백화점, '정현 선수 유니폼 입어 보세요'","정현 선수의 2018년 주요 경기복과 동일한 상품을 전시, 판매한다. 테니스 캐주얼 의류 및 잡화 등도 선보인다. 김형수 기자 hyung@g-enews.com <저작권자 ⓒ 글로벌이코노믹 무단전재 및 재배포금지>"
2782,"JT친애저축은행, 양재종합사회복지관에 생필품 170점 기부","기부 물품은 가격을 떠나 지역사회의 보탬이 되고자 하는 임직원들의 마음을 담아 세면도구와 같은 생활용품부터 의류, 가방, 도서, 계절용품 등 다양하게 구성됐다. 이 날 JT친애저축은행이 전달한 총 170여 점의 물품은..."
2783,LG전자 14kg 대용량 '듀얼 인버터 히트펌프' 트롬 건조기 출시,한국의류시험연구원(KATRI)의 시험결과에 따르면 세탁물 5kg을 건조하는 경우 전기료는 ‘에너지모드’ 기준 117원이다. 스피드모드를 이용하면 57분 만에 건조가 끝난다. ‘살균코스’는 의류를 통해 인체로 옮길 수 있는...
2784,"패션업계 ""SPA는 콜라보를 좋아해""","SPA브랜드(Specialty store retailer of Private label Apparel Brand)는 의류기획부터 생산, 판매까지 전 과정을 제조회사가 맡는 의류 전문점을 말한다. 27일 패션업계에 따르면 SPA브랜드가 영화, 게임 캐릭터를 활용하거나 독특한..."
2785,英 하이 스트리트 ‘찬바람’,"백화점 체인 하우스 오브 프레이져, 의류, 식품의 막스 앤 스펜서, 의류 리테일러 넥스트 등이 대표적인 경우다. 하우스 오브 프레이져는 전체 체인의 절반인 30여개 매 장을, 막스 앤 스펜서는 추가로 40여개 아울렛을 문..."
2786,양의지 대형홈런이 소환한 '흑곰 우즈의 추억',"김 감독은 ""경기 수훈선수로 뽑히면 의류 스폰서 업체의 상품권이 부상으로 주어진다""면서 ""이걸 모아서 선수들끼리 차례로 돌려받는데 우즈가 상품권을 더 달라고 떼를 쓸 때가 많았다""고 말했다. 어떻게 보면 팀..."
2787,"상명대, 이노패션?GAROSU와 상호협력협약 체결","이날 협정식에는 상명대 측에서 김종희 행정대외부총장, 조항록 대외협력처장, 유지헌 학술정보관장(의류학과 교수), 이노패션 측에서는 강희범 대표, 권태근 이사, 유민욱 이사가 참석했다.  GAROSU..."
2788,"의류, 내수 4Q17 Preview: 체질 개선에 소비 회복 나타난다 - 한국투자",11월 의류 소매판매액은 전년대비 6.3% 증가했고 백화점 의류 매출액도 전년대비 8.6% 증가했다. 메르스 기저 효과가 컸던 2016년 6월을 제외하면 최근 2년간 가장 높은 수준이다. 특히 11월 백화점 스포츠 부문...
2789,올 여름 필드룩은?…골프웨어업계 '냉감기술' 전쟁,"냉감 의류 출시에 열을 올리고 있다. 여름 시즌 그린피가 저렴하다는 장점을 이용해 더위 속에서도 라운드를... 와이드앵글 마케팅팀은 ""야외 운동인 골프 특성상 덥고 습한 여름에는 시원한 의류를 착용하는 것이..."
2790,"이번 무대는 2차대전, ‘배틀필드 V’ 상세 정보 공개","플레이어는 무기 외에도 캐릭터 외모, 성별, 의류, 헤어스타일 등 다양한 캐릭터 커스터마이징이 가능한 것으로 알려졌다. ▲ 전장 속 여성 병사가 눈에 띈다 (사진출처: 공개 트레일러 갈무리) 멀티 플레이는 기존..."
2791,"GS샵, 스페인 패션브랜드 '쿠스토 바르셀로나' 론칭","GS샵은 쿠스토 바르셀로나를 통해 베이직한 디자인과 색상 위주의 홈쇼핑 의류들과는 차별화된 스타일을 제안한다는 계획이다. 금박, 은박 등 강한 포인트가 들어간 데님이나 여성스러움 가득한 에스닉 프린트의..."
2792,14㎏까지 거뜬한 통큰 빨래건조,한국의류시험연구원(KATRI)의 시험결과에 따르면 세탁물 5㎏을 건조할 경우 전기료는 '에너지모드' 기준 117원이다. 스피드모드를 이용하면 57분 만에 건조가 끝난다. 콘덴서 자동 시스템은 콘덴서 부분에 쌓이는 미세한...
2793,"[종합] ‘내일도 맑음’ 설인아, 심혜진에 무릎 꿇은 母윤복인 동영상 보고 ‘...",이날 강하늬는 7년 전 죽은 부친과 의류 상표권 계약을 맺은 김호철을 찾아내 계약금 반환을 요구했다. 하지만... 또한 강하늬는 김호철이 과거 여성의류로 홈쇼핑에서 유명했다는 얘기와 함께 로열티 없이 1년 남은...
2794,"아마존, '상습 반품·환불' 고객에 계정 폐쇄 초강수",골란은 의류와 신발 등을 구입한 뒤 반품과 함께 환불을 요구한 적이 있었던 것으로 전해졌습니다. 지난 3월 아마존으로부터 계정폐쇄 조치를 당한 이스라엘의 니르 니심 역시 반품 전력으로 계정이 폐쇄됐습니다. 그는...
2795,"아웃도어 브랜드, 때이른 무더위에 ‘쿨링’ 제품 경쟁","노스페이스 ‘빅토리 아이스 컬렉션’ (사진노스페이스) 올여름 예년보다 이르고 강한 더위가 예상되면서, 의류업계에선 더위를 줄여줄 기능성 제품들을 앞다퉈 선보이고 있다. 아웃도어 의류 브랜드를 중심으로 냉감..."
2796,[마감]코스닥 남북경협주 반등…880선 눈앞,"업종별로는 비금속 업종이 10% 넘게 오른 가운데 운송, 건설, 금속, 섬유·의류, 일반전기전자, 종이·목재, 통신서비스, 기타제조, 운송장비·부품, 오락·문화, 기계·장비, 제조, IT부품, 정보기기, 인터넷..."
2797,"반려동물 용품을 한 곳에…현대프리미엄아울렛, '펫페어' 진행","현대프리미엄아울렛은 우선 반려동물 관련 의류·용품·식품 등을 판매하는 행사를 연다.   행사에는 반려견 아웃도어 용품 브랜드 '인사이드독', 서울우유와 수의사가 공동연구해서 선보인 '아이펫밀크', 영국..."
2798,공공데이터 활용 사업아이디어 공모,"이를 통해 인체치수를 활용한 맞춤형 의류.신발 제작, 전주(電柱)번호를 활용한 위치정보 파악, 국가정보와 집단지성을 활용한 아프리카 창업, 유류정보를 활용한 교통 관련 소프트웨어(SW) 등 다양한 서비스가 창출되고..."
2799,[일본마감] 닛케이 1.1%↓…미 정부의 자동차 관세 우려,할인의류 체인인 시마무라가 5월의 낮은 기온으로 봄옷 판매가 줄었다고 보고해 주가가 5.8% 하락했다. ungaungae@news1.kr ▶ [뉴스1] 채널설정하기 ▶ 제보하기 ▶ ‘6·13지방선거’ 뉴스보기 [? 뉴스1코리아(news1.kr)...
2800,"中 ""수요따라 美제품 수입 확대…구체적 약속은 없어""(종합)","한중 자유무역협정(FTA) 성과를 묻는 말에는 ""4차례에 걸쳐 가전제품과 농수산물, 의류 등 관세 인하를 완료한 이 협정으로 양국 기업과 국민들에게 가시적인 혜택이 주어졌다""며 ""가능한 한 빨리 2단계 협상을 완료해..."
2801,[포커스] 자바시장 '박스 화재' 빈발…업주들 불안,의류도매업체들이 많은 LA자바시장은 요즘 홈리스들 소행으로 보이는 화재사고가 잇따라 우려가 커지고... 김상진 기자 LA 한인타운의 홈리스 셸터 설치 문제가 현안인 가운데 LA다운타운 자바시장 의류업계는 홈리스...
2802,"티암, 마르스룸 ‘SBS Ⅹ 펫케어페스티벌’서 의류, 캐릭터 상품 선보인다",이러한 의미만큼이나 반짝이는 디자인의 의류를 만드는 핸드메이드 의류브랜드이다. 고양이만화가 마르스의 작업공간을 뜻하는 ‘마르스룸’은 작가의 반려묘이자 작품의 뮤즈인 고양이 토리를 주인공으로 한 카툰을...
2803,"전자랜드 ""미세먼지로 혼수 가전 트렌드가 달라졌다""","공기청정기·건조기·의류관리기·상중심 무선청소기의 판매량이 지난해 같은 기간보다 대폭 증가했다. 공기청정기 판매량은 지난해 같은 기간 보다 25% 증가했으며, 같은 기간 건조기는 270%, 의류 관리기는 138%, 상중심..."
2804,티셔츠에 대만 뺀 중국 지도 ‘갭’도 중국인에 무릎 꿇었다,ㆍ‘하나의 중국’ 원칙 고수 ㆍ홍콩·마카오 등 표시 민감 ㆍ벤츠·자라 등 줄줄이 사과 미국 의류 브랜드 ‘갭’의 티셔츠에 인쇄된 중국 지도에 대만이 빠져 있다. 웨이보 갈무리 미국 의류 브랜드 갭이 티셔츠 때문에...
2805,"신세계百, 全상품군서 PB 내놓는다…유통업계 'PB 大戰' 확대",지난 2월 열린 평창동계올림픽 공식 후원사로 참가한 롯데백화점은 올림픽 개최를 기념해 중소 의류업체와... 롯데백화점은 2005년도 첫 직매입 편집샵인 여성 수입 의류 '엘리든' 브랜드의 론칭하며 PB에 진출했다....
2806,"[인터뷰] 이동한 상하이협의회장 ""차세대에 대한민국 알리는 게 중요""","(NAMU 의류 대표), 통일경제분과위원장 남정주(W-Mart 대표) 등으로 구성하고 있다. "" -상하이협의회 향후 행사는? ""지난 5월12일 통일공감 청소년 통일축제, 5월12일 평화통일 강연회(강사: 황인성 사무처장, 이종석..."
2807,[fn뉴트렌드리딩] 먼지털고 스팀 나오고 매일 새옷 입는 기분,"LG전자가 2011년에 처음 선보인 신개념 의류관리기기 '트롬 스타일러'는 세탁기의 스팀 기술, 냉장고의... 또 의류에 묻은 대장균, 황색포도상구균 등의 세균과 집먼지 진드기를 99.9% 제거하고, 옷에 남아 있는..."
2808,미세먼지 바람속에 디자인 경쟁 “춘추전국시대”,"□ 특허청(청장 성윤모)에 따르면 미세먼지 ‘3대 가전’으로 인기를 끌고 있는 공기청정기, 의류건조기, 의류관리기의 디자인 경쟁이 치열한 것으로 나타났다. ‘머스트 해브 아이템(Must Have Item)’으로 자리잡은..."
2809,"유동균 ""지방분권 없는 민주주의는 허상, '자치분권 예산배분' 헌법 조문화.....","가격이 저렴한 의류, 그리고 시장이다 보니까 가지가지의 물건들이 많이 있습니다. 그래서 정말 망원시장에 가면 볼거리, 먹을거리, 입을거리, 모든 것이 다 갖춰져 있는 것이죠. 그런 시장도 육성하고, 피해가 없게 하고...."
2810,미세먼지 심각성 커지자 ‘3대 가전’ 디자인 출원 경쟁 뜨거워져,"미세먼지의 심각성이 갈수록 커지면서 대기업을 중심으로 공기청정기, 의류건조기, 의류관리기 등 이른바 '미세먼지 3대 가전'에 대한 디자인 출원 경쟁이 뜨겁다. 향후 인공지능과 사물인터넷 등 첨단 기술을..."
2811,"[퀵리포트] 엔에스쇼핑, ""매수"" 유지..목표가 2만5000원 유지-신영證",▶ 모바일 채널 및 T커머스 고성장 지속 긍정적 ▶ 건강식품 과 의류 카테고리가 외형 성장 견인 ▶ 다만 송출수수료가 전년대비 15% 인상되며 이익에는 부담인 상황 이날 오전 9시 40분 현재 엔에스쇼핑...
2812,[만년필]의류점 옷 입어보고 그대로 나가,의류점 진열대에 걸려있는 옷을 입어보는 척하며 계산하지 않고 도망간 40대가 경찰서행. 27일 광주 광산경찰이 절도 혐의로 불구속 입건한 김모씨(46·여)는 지난 3일 오후 4시 20분께 광주 광산구 한 아울렛 의류...
2813,"국내 최대 14㎏ 건조량…LG, 트롬 건조기 출시","‘살균 코스’는 의류를 통해 인체로 옮길 수 있는 황색포도상구균, 녹농균, 폐렴간균 등 유해 세균을 99.99% 없애는 것으로 시험 결과 나타났다. 이와 함께 신제품은 대용량 물통을 기본 탑재해 전원만 연결하면 집..."
2814,[세상에 중국] 루프트한자도 '대만-중국'…외항사도 中에 두 손 들었다,"미국 의류 브랜드 ‘갭(GAP)’도 내놓은 티셔츠에 대만이 빠진 중국 국기를 인쇄했다가 논란에 휩싸이자 재빨리 고개를 숙였다. 델타 항공과 메리어트 호텔, 의류업체 자라 등도 대만이나 홍콩을 별개 국가로..."
2815,"[단신] ‘아나바다’ 거리장터, 26일 청주 마로니에詩 공원","아나바다 거리장터에는 시민 누구나 별도의 신청 절차 없이 가정에서 쓰지 않는 의류·문구·액세서리 등 다양한 물품을 가지고 행사 당일 자율적 판매활동에 참여할 수 있다. 또한 개인 및 단체의 재능기부 공연, 시민과..."
2816,"신세계, 온·오프라인서 '역대급' 명품시즌오프","분더샵 여성·남성, 마이분, 분주니어 등 신세계에서만 만날 수 있는 의류 편집샵 뿐만 아니라 슈 컬렉션 등 다양한 잡화도 최대 80% 할인한다. 이번 명품 할인 행사는 펜디, 프라다, 생로랑, 페라가모, 보테가베네타..."
2817,‘파시페’ 리노베이션 단행,의류 비즈니스는 타이밍 산업이라 할 만큼 엠디적 관점에서의 상품 예측이 더욱 중요해지고 있다. 가성비와 가심비를 모두 갖춘 브랜드로의 육성에 총력을 다할 것”이라고 밝혔다.
2818,"LG전자, 14kg 건조용량 '듀얼 인버터 히트펌프' 트롬 건조기 선봬",선보이며 의류건조기 시장을 선도한다. LG전자는 21일 14kg(킬로그램) 세탁물까지 한 번에 건조할 수 있는... 한국의류시험연구원(KATRI; Korea Apparel Testing Research Institute)의 시험결과에 따르면 세탁물 5kg을 건조하는 경우...
2819,"전자랜드프라이스킹, '혼수, 이제 필수품이 달라졌다!' 이벤트 진행","해당 품목은 공기청정기ㆍ건조기ㆍ의류관리기ㆍ상중심 무선청소기ㆍ제습기 등으로 삼성전자, LG전자... 공기청정기ㆍ건조기ㆍ의류관리기ㆍ상중심 무선청소기의 판매량이 전년 동기 대비 대폭 증가함에 따른 것이다...."
2820,"LG전자, '국내 최대 14kg 건조 용량' 트롬건조기 신제품 출시",의류시험연구원(KATRI) 시험 결과 세탁물 5㎏을 건조하는 경우 '에너지 모드' 기준으로 전기요금이 117원에 불과한 것으로 나타났다. 또 '스피드 모드'를 이용하면 57분 만에 건조를 마칠 수 있다. '살균 코스'는 의류를...
2821,나에게는 4개의 이름이 있습니다,"ⓒ 카타오카아야카 내가 입사한 회사는 일본 의류 브랜드에 제품을 제조, 납품하는 기업이었던 만큼 나의 성장 배경과 일본어 실력에 상당히 호의적인 분위기였다. 유일한 문제라고 한다면 사내에서 부를 나의..."
2822,"""중고 육아용품 한번에 사고 팔고""","의류, 잡화를 제외한 물건은 종류나 수량에 상관없이 일괄적으로 팔 수 있다. 한 대표는 “보통 한 가정에서 20여개 물품을 내놓는데 판매자는 간단한 신청만으로도 한 번에 판매부터 입금까지 처리할 수 있어 불필요한..."
2823,특허··재고자산 담보로 대출한다...동산담보대출 2022년까지 50배 확대,"예컨대 의류 유통업자는 완성된 기성복과 액세서리, 드라마 제작사는 방송장비와 스튜디오 설비 등을 각각 담보로 하여 자금을 조달할 수 있다. 기존 대출을 받은 기업도 동산을 담보로 우대금리를 받는 것도 가능하다...."
2824,"[건강칼럼] 차에 오르기 전, 안전 운전을 위한 필수 체크리스트","외출 30분 전에 노출되는 피부에 골고루 발라주고 차단제가 손, 의류 접촉, 땀 등으로 소실될 수 있기 때문에 2~3시간마다 계속 덧바르는 것이 좋다. 강렬한 자외선에 노출되면 눈이 손상되면서 각막염, 백내장, 황반변성 등..."
2825,"콜러노비타, 공기청정기 시장 진출","콜러노비타 관계자는 ""이번 팝업스토어는 그간 주력 제품으로 선보여왔던 비데에 이어 공기청정기와 정수기 등을 선보이며 본격적인 생활가전 전문 기업으로 도약하겠다는 데 그 의미가 있다""며 ""향후 의류관리기 등..."
2826,"法, ""기동대 자리에 쇼핑몰 짓게 해주겠다""며 뇌물 받은 전직 경찰 징년 3년 ...",서울 동대문디자인플라자(DDP) 옆에 있는 서울경찰청 기동본부는 건물이 낡고 좁은 데다 동대문 일대 의류 쇼핑단지와 어울리지 않는다는 지적이 나와 이전 계획이 추진됐으나 수차례 무산된 바 있다. ⓒ 세상을 보는...
2827,"무역 전문가 양성의 메카, '무역아카데미'!","또한 식품, 화장품, 의류섬유, 기계부품, 자동차 부품 전문가 과정 등을 운영하여 산업별 특성과 수요에... 국내 취업을 위한 마스터 과정에는 무역마스터 과정과 산업별(패션의류, 자동차부품, 전자무역물류) 맞춤형..."
2828,세 아들 숨진 아파트 화재...'아버지 방화' 결론,"[이원종 / 부산 동래경찰서 형사과장 : 아파트 투자로 인한 부부 갈등 및 자금 문제, 직장 문제 등 복합적인 이유로 집에 보관 중이던 라이터로 안방 건조대에 있던 의류 등에 불을 붙여 본인을 포함한 일가족 4명이..."
2829,"스타필드, 5월 막바지 고객 프로모션 실시","게스는 봄 신상품을 최대 30% 할인하고, 캘빈클라인은 6월 3일까지 데님 포함 매장 내 2개 이상 의류 구매 시... 러브밤비니, 소프트라이프 등 아동 의류는 물론, 더룸, 라이프 어나더스 등 여성 브랜드까지 쇼핑할 수..."
2830,세 아들 숨진 아파트 화재...'아버지 방화' 결론,"[이원종 / 부산 동래경찰서 형사과장 : 아파트 투자로 인한 부부 갈등 및 자금 문제, 직장 문제 등 복합적인 이유로 집에 보관 중이던 라이터로 안방 건조대에 있던 의류 등에 불을 붙여 본인을 포함한 일가족 4명이..."
2831,"스타필드, 5월 막바지 고객 프로모션 실시","게스는 봄 신상품을 최대 30% 할인하고, 캘빈클라인은 6월 3일까지 데님 포함 매장 내 2개 이상 의류 구매 시... 러브밤비니, 소프트라이프 등 아동 의류는 물론, 더룸, 라이프 어나더스 등 여성 브랜드까지 쇼핑할 수..."
2832,"LF, 화장품 시장도 뛰어든다","LF는 샤넬, 디올, 조르지오 등과 같은 럭셔리 브랜드들이 의류와 잡화 뿐 아니라 향수·아이웨어... 기존 의류 라인과의 시너지 효과를 극대화 하는데 역량을 집중할 계획”이라고 밝혔다. /심희정기자 yvette@sedaily.com..."
2833,이강인은 저리 잘하는데…골키퍼 최민수는 요즘 뭐할까?,2016-17시즌 17세 이하 팀까지 올라간 최민수는 슈투트가르트 공식 후원사와는 별도로 독일에 본사를 둔 다국적 스포츠의류회사 ‘아디다스’의 장비 지원을 받을 정도의 위상이었다. 양발 사용이 능숙한...
2834,"60년 라이크라, 인비스타코리아 소재 트레이드쇼 성황","복종의 의류 기획, 디자이너, 마케팅 및 리테일러 등 총 400여명이 모였다. 이날 런칭 60주년을 맞은 LYCRA... 그는 Progressive Sports Technologies 와의 연구에서 PCE 인덱스에 따라 스포츠 의류가 인체의 편안함과..."
2835,"전자랜드프라이스킹 ""미세먼지 4대 가전 혼수용 가전으로 부상""",혼수용 가전으로 공기청정기·건조기·의류관리기·상중심 무선청소기가 뜨고 있다. 전자랜드프라이스킹은 혼수용 가전제품이 잘 팔리는 지난달 1일∼이달 17일 공기청정기·건조기·의류관리기·상중심 무선청소기의...
2836,"""사지말고 빌려 입어볼까"".. 의류도 '공유' 시대",[ 의류 대여 서비스가 진화하고 있다.  특별한 날에만 빌려 입던 렌탈 서비스가 지금은 일상복에 이어... 되면서 의류 렌탈 서비스의 인기가 높아지고 있다. ◆ SK플래닛 '프로젝트 앤' 가입자 38만명 돌파… 롯데렌탈...
2837,[간밤TV] ‘비스’ 함소원이 밝힌 진화의 모든 것…연애담부터 재력까지,"진화는 중국 사회관계망서비스(SNS) 웨이보 팬만 약 20만 명으로, 현재 의류 사이트를 경영하는 사업가이자 대규모 농장 사업가 2세로 알려졌다. 함소원은 “남편이 관리하는 부지는 여의도의 30배 정도다”라며 “헬기로..."
2838,'욕실 속 3대 세균덩어리' 변기·칫솔·수건 관리 어떻게?,"특히 수건은 일반의류와 달라 수 많은 올로 이루어져 있어 올 사이사이에 먼지나 오염물질, 균이 쉽게 자리 잡으므로 단독세탁 하는 것이 좋다. 제대로 세탁하지 않으면 대장균, 황색포도상구균과 같은 다양한 균이..."
2839,스포츠 문화기획~남다른 향초·의류로 내일의 창업왕 꿈꾼다,""" ▲ 백현수 대표 # 향초와 의류, 그리고 기획-누보 시리즈 누보 시리즈(Nouveaux Series)는 25년 지기 두 친구의 합작 프로젝트다. 스스로 ""오브제 향초와 비누를 제작하는 ‘퍼즈 시리즈’와 웨어러블한 여성 의류를 제작하는..."
2840,"케이브랜즈, ‘GU#’ 데님콘테스트 개최…총상금 5천만원",케이브랜즈는 수상작을 상품화해 실제 의류제품으로 대중에 선보임으로써 국내 대학생(전문학교 포함)들의 순수 데님 디자인 창작 열의를 북돋우고 그 우수성을 널리 알리고자 한다고 설명했다. 데님콘테스트의 1차...
2841,"코데즈컴바인, 전일 대비 약 9% 상승한 3,600원","코데즈컴바인은 코스닥 상장 기업으로 섬유,의류 업종에 속해 있다. 시가총액은 1,252억원으로 코스닥 상장기업 중 531위에 위치 해 있다. [종목 성향 진단] [그림 1] 종목 성향 진단 코데즈컴바인의 투자 스타일은..."
2842,조폭 낀 불법 폐기물 처리업자 무더기 검거,"땅을 빌릴 때는 ""폐의류 재활용 사업을 할 계획인데, 사업 준비 기간 적치 장소가 필요하다""라며 토지주들을 속여 1년 미만의 단기 계약을 맺었다. 이어 빌린 땅에 높이 4∼6ｍ의 가림막을 설치한 뒤 한 달여간..."
2843,[이 시각 코스닥] 코스닥 현재 878.77p 상승 반전,"비금속(9.75%), 운송(9.54%), 건설(9.34%), 금속(9%), 섬유,의류(6.71%), 종이,목재(5.83%), 일반전기전자(5.71%), 기타 제조(4.18%), 통신서비스(3.68%), 운송장비,부품(2.65%), 오락,문화(2.36%), 기계,장비(2.13%), 제조(1.82..."
2844,유통업계 휴대용 선풍기부터 냉감 의류 등 쿨링 제품 선보여,소재의 의류 등 더위를 식혀줄 수 있는 다양한 제품들이 속속 출시되고 있다. 엔캣의 패션 액세서리 브랜드... 아웃도어 업계는 '쿨-테크(Cool-Tech)' 마케팅을 앞세워 냉감 기능성 의류 출시에 나섰다. 아이더는 올해...
2845,[꿀이벤트] 페이코ㆍ원할머니보쌈ㆍ신세계백화점ㆍGS25,"행사장에서 오는 31일까지 금액대별 상품권 사은행사를 진행하고, 애견 방석 브랜드 아모르앙쥬에서는 모든제품 구매 시 차량용 방향제, 애견 의류 브랜드 플로트는 5만원 이상 구매 시 펫스카프를 사은품으로..."
2846,학습지·가전렌털료 등 서비스요금도 줄줄이 인상,"생활가전 전문기업 SK매직도 의류건조기 월 렌털이용료를 6월부터 6000∼7000원 인상한다. 흰색은 2만1900원에서 2만7900원으로, 은색은 2만2900원에서 2만9900원으로 오른다. 이밖에 영화관람비, 음원 이용료 등..."
2847,욕실 전용 세정제로 “세균은 가라”,"애경산업 ‘스파크 스팀 100°C 표백제 특히 수건은 일반의류와 달라 수 많은 올로 이뤄져 있어 올 사이사이에 먼지나 오염물질, 균이 쉽게 자리 잡으므로 단독세탁 하는 것이 좋다. 제대로 세탁하지 않으면 대장균..."
2848,"[CES 2018] 이해선 코웨이 대표 ""의류청정기 FWSS 코웨이 대표 렌탈 제품될 것...",의류관리기 시대는 가고 의류청정기 시대 오다 김지윤 기자 jiyun5177@ajunews.com 10일(현지시간) 'CES(국제전자제품박람회) 2018' 코웨이 부스에서 이해선 대표이사(우측 첫 번째)가 최초 공개하는 ‘코웨이...
2849,서귀포시 아나바다 환경나눔장터 내달 16일 개최,"행사장에서 운영되는 다양한 부스들을 살펴보면 우선 중고물품 나눔장터(부스 8동)는 서귀포시 새마을부녀회(회장 현금영)가 운영하며, 취급품목은 △의류 △신발류 △생활용품 등이 있으며, 가격대는 1만원 이하다...."
2850,"연천군 신서면, '지역사랑 나눔 장터' 개최","이번 행사를 위해 지난달부터 한 달여 동안 지역의 각 단체와 함께 주민 홍보를 실시하고 재활용이 가능한 의류, 도서류, 가방, 유아용품 등을 수집해왔다. 500여점의 기부물품이 전시·판매된다. 신서면은 판매 수익금..."
2851,"LG전자, 14Kg까지 건조 가능한 '트롬 건조기' 신제품 출시",한국의류시험연구원(KATR)의 시험결과에 따르면 세탁물 5kg을 건조하는 경우 전기료는'에너지모드' 기준 117원이다. 스피드모드를 이용하면 57분 만에 건조가 끝난다. 또 '살균코스'는 의류를 통해 인체로 옮길 수 있는...
2852,"스케쳐스, 롯데백화점 본점에 의류 팝업스토어 매장 오픈",본점에 의류 팝업스토어를 열고 적극적인 브랜드 스토리 전개에 나선다. 지난 3월 29일 롯데백화점 본점 7층에 문을 연 스케쳐스 의류 팝업스토어는 ‘DLT-A(디엘티 에이)’와 ‘D’LITES(딜라이트)’라인의...
2853,"글로벌패션인재개발원, '글로벌패션MD실무과정' 모집","패션 대기업과 패션 브랜드를 전개하는 패션 전문 기업의 △MD(기획MD, 생산MD, 영업MD, 바잉MD), 의류 수출 기업(벤더 기업)의 △MR(해외 영업, 생산관리), 유통 기업의 △유통MD(바이어)가 되고자 하는 대학생 및 취업..."
2854,"""용량·편의성 업그레이드""…LG트롬 미니워시 3종 출시","특히 스팀 60도 코스는 한국의류시험연구원으로부터 황색포도상구균, 폐렴간균, 녹농균 등 세균을 99.9% 제거할 수 있다는 인증을 받았다고 회사 측은 강조했다. 이밖에 무선인터넷 와이파이(WiFi) 기능을 탑재해..."
2855,"""무스탕 계절이 왔다""…GS샵, 역발상 마케팅 눈길",역발상으로 더위가 오면 판매가 시작되는 겨울 의류 판매는 점점 그 시기가 빨라지고 있다. 이 상품들은 주로 이월상품이지만 불과 수개월 전에 가격 때문에 구매를 주저했던 고객들은 절반도 안 되는 가격에 해당...
2856,김완태 전 창원 LG 단장? 골프유통 '예스런던' 부사장!,"2015년 프레지던츠컵 땐 공식 머천다이즈 운영사로 대회 기념 모자, 의류 등을 판매했다. 매출을 극대화해 이익을 내는 게 기업의 본질이다. 경쟁이 치열한 스포츠 용품 판매 분야도 예외일 수 없다. 김 부사장은 기업..."
